-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2010 through 12/31/2023 in LST
Location: latitude  24.8607   longitude 67.0099 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 53.05 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
PS              MERRA-2 Surface Pressure (kPa) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,RH2M,WS2M,T2M,PS,PRECTOTCORR
2020,8,21,82.57,1.81,29.88,99.45,9.33
2020,8,22,83.42,2.01,30.0,99.51,4.47
2020,8,23,88.25,3.8,29.26,99.44,1.68
2020,8,24,86.05,4.83,29.16,99.49,22.57
2020,8,25,85.61,5.15,28.71,99.6,112.86
2020,8,26,85.76,4.57,28.66,99.58,61.99
2020,8,27,87.8,4.3,28.6,99.5,92.65
2020,8,28,87.86,2.42,28.6,99.44,16.53
2020,8,29,88.01,3.45,28.71,99.5,0.52
2020,8,30,87.27,4.19,28.5,99.51,1.27
2020,8,31,87.02,4.27,28.02,99.64,4.32
2020,9,1,81.38,3.99,28.06,99.9,0.38
2020,9,2,81.83,3.53,27.97,100.03,0.09
2020,9,3,83.05,2.35,28.51,100.05,0.07
2020,9,4,85.53,2.49,28.29,100.03,1.47
2020,9,5,85.35,3.44,28.48,99.96,1.0
2020,9,6,85.68,4.32,27.96,99.85,0.03
2020,9,7,84.34,4.34,27.9,99.87,0.03
2020,9,8,85.87,3.84,27.83,99.91,0.03
2020,9,9,82.94,2.96,27.77,99.91,0.01
2020,9,10,82.63,2.97,27.55,99.75,0.01
2020,9,11,82.99,3.05,27.7,99.68,0.01
2020,9,12,81.25,2.0,28.51,99.9,0.02
2020,9,13,82.68,2.2,28.82,99.91,0.18
2020,9,14,85.07,1.82,28.87,99.79,0.87
2020,9,15,83.79,2.0,28.77,99.75,0.19
2020,9,16,87.32,2.47,28.52,99.84,0.13
2020,9,17,85.57,3.52,28.6,99.87,0.08
2020,9,18,78.13,2.91,28.77,99.68,0.0
2020,9,19,79.67,2.27,28.29,99.6,0.0
2020,9,20,75.64,1.71,29.36,99.59,0.0
2020,9,21,80.43,2.76,29.39,99.54,0.0
2020,9,22,84.39,2.94,28.81,99.55,0.0
2020,9,23,81.52,2.73,28.59,99.55,0.0
2020,9,24,83.61,2.97,28.64,99.82,0.0
2020,9,25,82.62,4.08,28.17,99.85,0.0
2020,9,26,74.51,4.89,27.56,99.75,0.0
2020,9,27,78.78,4.37,27.4,99.97,0.0
2020,9,28,78.72,3.44,27.47,100.17,0.0
2020,9,29,79.13,3.75,27.56,100.15,0.0
2020,9,30,78.34,3.11,27.88,100.08,0.0
2020,10,1,78.72,2.24,27.72,100.12,0.0
2020,10,2,77.56,2.43,27.65,100.1,0.0
2020,10,3,77.79,1.55,28.03,100.01,0.0
2020,10,4,76.06,1.95,28.08,100.17,0.0
2020,10,5,79.12,2.27,28.1,100.22,0.0
2020,10,6,75.76,2.32,27.73,100.27,0.0
2020,10,7,78.52,2.47,27.42,100.37,0.0
2020,10,8,79.99,2.49,27.72,100.36,0.0
2020,10,9,78.24,2.13,27.79,100.36,0.0
2020,10,10,74.4,2.22,28.05,100.28,0.0
2020,10,11,70.89,1.82,28.11,100.09,0.0
2020,10,12,60.59,1.98,28.24,99.89,0.0
2020,10,13,51.92,1.95,28.49,99.89,0.0
2020,10,14,46.02,2.05,28.23,100.06,0.0
2020,10,15,44.26,2.21,28.28,100.1,0.0
2020,10,16,47.23,2.85,27.96,100.0,0.0
2020,10,17,48.86,3.24,28.01,100.01,0.1
2020,10,18,53.8,2.64,28.85,100.07,0.09
2020,10,19,64.57,2.08,28.51,100.13,0.0
2020,10,20,51.61,2.42,26.44,100.08,0.0
2020,10,21,56.48,1.28,26.34,100.16,0.0
2020,10,22,54.54,2.14,26.16,100.19,0.0
2020,10,23,57.24,2.61,25.22,100.15,0.0
2020,10,24,62.46,1.7,25.57,100.18,0.0
2020,10,25,59.66,1.66,25.72,100.42,0.0
2020,10,26,56.99,1.62,25.69,100.7,0.0
2020,10,27,59.83,2.6,24.97,100.66,0.0
2020,10,28,69.29,2.88,24.8,100.6,0.0
2020,10,29,70.44,1.66,25.05,100.6,0.0
2020,10,30,68.06,1.88,25.65,100.72,0.0
2020,10,31,55.13,1.8,26.01,100.74,0.0
2020,11,1,53.66,2.04,25.51,100.8,0.0
2020,11,2,55.9,2.48,24.61,100.91,0.0
2020,11,3,61.92,2.77,24.15,100.85,0.0
2020,11,4,68.47,3.22,23.98,100.67,0.0
2020,11,5,69.19,2.18,24.77,100.66,0.0
2020,11,6,60.93,1.43,24.88,100.97,0.0
2020,11,7,53.62,1.82,25.12,101.08,0.0
2020,11,8,56.76,2.15,24.91,101.08,0.0
2020,11,9,61.64,2.23,24.31,100.96,0.0
2020,11,10,65.07,1.7,24.25,100.76,0.0
2020,11,11,51.61,2.28,24.64,100.89,0.0
2020,11,12,47.64,3.14,23.47,101.07,0.0
2020,11,13,47.99,2.05,24.06,100.98,0.0
2020,11,14,58.89,2.25,24.08,100.66,0.0
2020,11,15,61.39,2.47,24.19,100.64,0.0
2020,11,16,45.06,3.51,22.69,100.9,0.0
2020,11,17,54.89,3.5,21.86,100.94,0.0
2020,11,18,56.45,1.91,21.73,100.79,0.0
2020,11,19,60.23,2.08,22.63,100.78,0.0
2020,11,20,43.8,2.26,22.29,100.96,0.0
2020,11,21,36.0,1.78,22.33,101.01,0.0
2020,11,22,55.55,1.57,21.76,100.93,0.0
2020,11,23,76.43,2.36,21.92,100.82,0.0
2020,11,24,69.81,1.82,22.53,100.76,2.48
2020,11,25,62.51,3.75,20.43,100.95,0.97
2020,11,26,56.86,5.14,20.55,101.27,0.0
2020,11,27,59.49,5.43,19.81,101.5,0.0
2020,11,28,49.09,2.55,20.44,101.38,0.0
2020,11,29,43.34,2.07,21.69,101.1,0.0
2020,11,30,48.81,1.62,22.25,101.0,0.0
2020,12,1,54.31,1.86,22.81,101.01,0.0
2020,12,2,61.49,2.08,22.92,100.95,0.0
2020,12,3,73.9,2.2,22.79,100.79,0.0
2020,12,4,75.19,2.11,23.12,100.59,0.0
2020,12,5,69.19,1.84,23.89,100.6,0.0
2020,12,6,64.31,1.25,24.05,100.82,0.0
2020,12,7,54.26,2.04,23.43,100.98,0.0
2020,12,8,73.83,1.99,22.65,100.95,0.0
2020,12,9,66.98,1.83,23.06,100.82,0.05
2020,12,10,54.3,3.41,22.44,100.77,0.01
2020,12,11,56.16,2.33,22.02,100.8,0.02
2020,12,12,50.72,1.84,20.03,100.96,0.0
2020,12,13,35.26,1.98,19.1,100.97,0.0
2020,12,14,38.69,1.97,18.93,100.99,0.0
2020,12,15,36.7,2.73,17.77,101.19,0.0
2020,12,16,36.63,3.73,16.91,101.45,0.0
2020,12,17,38.51,3.25,16.96,101.44,0.0
2020,12,18,32.74,1.69,18.4,101.24,0.0
2020,12,19,31.46,2.48,19.56,101.24,0.0
2020,12,20,29.59,2.14,20.91,101.25,0.0
2020,12,21,36.49,1.37,21.3,101.07,0.0
2020,12,22,44.02,1.05,21.45,100.89,0.0
2020,12,23,40.47,1.64,20.91,100.81,0.0
2020,12,24,36.64,2.27,20.0,100.83,0.0
2020,12,25,36.4,2.55,19.99,100.88,0.0
2020,12,26,45.45,2.62,19.96,100.94,0.0
2020,12,27,33.43,4.48,18.47,101.07,0.0
2020,12,28,29.16,1.85,17.2,101.03,0.0
2020,12,29,30.02,2.77,17.28,101.15,0.0
2020,12,30,35.3,3.56,16.63,101.26,0.0
2020,12,31,39.16,3.52,16.51,101.19,0.0
2021,1,1,36.31,2.15,17.55,101.03,0.0
2021,1,2,37.26,1.54,18.64,100.99,0.0
2021,1,3,41.93,1.69,18.0,100.88,0.0
2021,1,4,41.45,1.84,18.12,100.86,0.0
2021,1,5,46.33,2.63,18.25,101.01,0.0
2021,1,6,39.29,1.68,18.47,101.03,0.0
2021,1,7,39.1,2.53,17.95,100.91,0.0
2021,1,8,30.5,2.87,16.55,100.87,0.0
2021,1,9,35.26,4.23,17.07,101.02,0.0
2021,1,10,35.5,2.51,17.67,101.03,0.0
2021,1,11,29.12,1.71,18.92,101.1,0.0
2021,1,12,39.73,1.64,19.29,101.09,0.0
2021,1,13,46.88,1.76,19.65,100.92,0.0
2021,1,14,57.38,1.59,20.28,100.73,0.0
2021,1,15,43.33,2.06,20.0,100.68,0.0
2021,1,16,38.33,1.71,20.0,100.63,0.0
2021,1,17,48.26,2.16,19.47,100.6,0.0
2021,1,18,50.47,2.49,19.49,100.85,0.0
2021,1,19,39.43,2.09,18.95,100.95,0.0
2021,1,20,72.43,1.97,20.26,100.95,0.0
2021,1,21,79.35,2.77,20.79,100.84,0.0
2021,1,22,78.49,3.98,21.41,100.58,0.0
2021,1,23,35.34,2.25,20.35,100.8,0.0
2021,1,24,31.55,1.9,19.4,101.0,0.0
2021,1,25,40.98,1.74,18.46,101.14,0.0
2021,1,26,45.25,1.72,18.36,101.06,0.0
2021,1,27,43.75,1.86,18.35,101.06,0.0
2021,1,28,48.24,1.94,18.49,101.14,0.0
2021,1,29,48.82,2.02,18.75,101.21,0.0
2021,1,30,56.37,2.18,18.79,101.09,0.0
2021,1,31,74.62,2.95,19.78,100.96,0.0
2021,2,1,80.54,2.42,21.02,101.09,0.0
2021,2,2,77.64,2.92,20.73,101.08,0.0
2021,2,3,66.11,2.45,21.37,100.91,0.0
2021,2,4,41.04,2.42,20.99,101.01,0.0
2021,2,5,42.76,2.11,20.34,101.17,0.0
2021,2,6,50.21,2.22,20.04,101.16,0.0
2021,2,7,46.86,2.36,20.57,101.1,0.0
2021,2,8,50.27,2.76,20.76,101.09,0.0
2021,2,9,68.69,2.71,21.18,100.86,0.0
2021,2,10,54.15,2.18,22.92,100.71,0.0
2021,2,11,45.55,1.76,23.33,100.63,0.0
2021,2,12,59.86,1.94,22.58,100.67,0.0
2021,2,13,62.32,2.52,21.92,100.74,0.0
2021,2,14,69.4,2.81,21.69,100.75,0.0
2021,2,15,76.03,2.53,21.74,100.62,0.0
2021,2,16,70.53,2.16,22.15,100.61,0.0
2021,2,17,67.7,2.25,22.21,100.75,0.0
2021,2,18,52.16,1.96,22.78,100.89,0.0
2021,2,19,35.99,2.2,24.42,101.05,0.0
2021,2,20,35.5,2.05,24.08,101.07,0.0
2021,2,21,38.93,2.22,24.11,101.02,0.0
2021,2,22,56.12,2.56,23.66,100.94,0.0
2021,2,23,74.88,3.46,22.92,100.74,0.0
2021,2,24,80.19,3.43,23.12,100.49,0.0
2021,2,25,79.62,3.55,23.86,100.52,0.0
2021,2,26,67.04,3.8,25.32,100.37,0.0
2021,2,27,58.19,2.92,24.49,100.34,0.0
2021,2,28,53.62,2.59,23.85,100.46,0.0
2021,3,1,43.45,1.9,23.76,100.81,0.0
2021,3,2,49.3,2.75,23.52,100.97,0.0
2021,3,3,71.6,3.27,23.71,100.7,0.0
2021,3,4,70.66,2.29,25.77,100.57,0.0
2021,3,5,69.54,2.09,26.0,100.67,0.0
2021,3,6,78.14,3.25,25.34,100.54,0.0
2021,3,7,80.37,4.03,25.09,100.31,0.0
2021,3,8,72.79,2.79,24.63,100.5,0.0
2021,3,9,72.29,2.8,24.21,100.66,0.0
2021,3,10,68.48,3.27,23.87,100.65,0.0
2021,3,11,77.57,3.11,23.52,100.53,0.0
2021,3,12,71.32,2.0,25.03,100.72,0.0
2021,3,13,62.35,2.44,26.02,100.88,0.0
2021,3,14,59.33,2.35,25.21,100.71,0.0
2021,3,15,68.86,2.93,25.27,100.56,0.0
2021,3,16,73.94,2.97,26.08,100.55,0.0
2021,3,17,73.82,2.81,25.93,100.4,0.01
2021,3,18,71.08,2.61,25.9,100.38,0.02
2021,3,19,62.65,1.99,26.79,100.46,0.01
2021,3,20,63.95,2.9,26.5,100.34,0.02
2021,3,21,81.99,3.02,25.32,100.12,0.34
2021,3,22,77.77,3.21,25.72,100.27,0.81
2021,3,23,68.3,2.65,26.05,100.54,0.05
2021,3,24,64.05,2.57,26.26,100.75,0.0
2021,3,25,49.79,2.49,27.47,100.72,0.0
2021,3,26,51.73,3.13,27.32,100.62,0.0
2021,3,27,65.72,3.69,26.37,100.45,0.0
2021,3,28,74.56,4.39,26.44,100.23,0.0
2021,3,29,79.09,4.38,27.0,100.03,0.0
2021,3,30,58.51,2.17,29.06,99.99,0.0
2021,3,31,29.37,3.56,29.49,99.99,0.0
2021,4,1,32.91,3.03,28.55,100.0,0.0
2021,4,2,45.23,2.9,29.4,99.96,0.0
2021,4,3,50.47,2.79,30.24,100.0,0.0
2021,4,4,64.83,3.06,28.62,100.21,0.0
2021,4,5,77.43,4.58,27.54,100.23,0.0
2021,4,6,76.61,4.5,27.6,100.22,0.0
2021,4,7,57.73,2.44,28.38,100.39,0.0
2021,4,8,52.09,2.22,27.41,100.32,0.0
2021,4,9,62.88,2.6,27.49,100.26,0.0
2021,4,10,64.83,3.39,27.44,100.44,0.0
2021,4,11,59.14,3.59,28.41,100.5,0.0
2021,4,12,62.37,3.45,28.24,100.54,0.0
2021,4,13,64.0,3.55,27.38,100.52,0.0
2021,4,14,72.29,3.78,26.67,100.41,0.0
2021,4,15,80.14,4.02,26.51,100.27,0.04
2021,4,16,71.68,2.48,28.2,100.24,0.43
2021,4,17,69.93,2.9,28.23,100.4,0.62
2021,4,18,70.2,3.1,28.73,100.46,0.77
2021,4,19,72.66,3.16,28.23,100.18,1.47
2021,4,20,62.26,3.98,28.73,100.04,0.66
2021,4,21,66.86,2.96,28.79,100.25,3.86
2021,4,22,71.99,3.75,28.75,100.18,0.0
2021,4,23,66.73,3.43,29.86,100.05,0.0
2021,4,24,61.73,2.26,29.47,100.3,0.0
2021,4,25,58.94,2.21,29.88,100.31,0.0
2021,4,26,69.09,2.81,29.17,100.19,0.01
2021,4,27,70.06,3.13,28.99,100.21,0.04
2021,4,28,73.83,2.24,27.96,100.32,0.06
2021,4,29,71.87,2.61,28.59,100.26,0.13
2021,4,30,70.94,3.27,29.27,100.08,0.08
2021,5,1,73.82,4.01,29.16,100.08,0.22
2021,5,2,61.32,4.0,29.47,100.16,0.13
2021,5,3,66.07,3.73,28.6,100.15,0.21
2021,5,4,66.96,4.66,29.54,100.03,0.06
2021,5,5,68.94,4.96,29.78,100.05,0.19
2021,5,6,67.04,4.11,30.13,100.06,0.93
2021,5,7,65.03,3.18,30.45,100.27,0.0
2021,5,8,63.8,3.25,30.92,100.12,0.0
2021,5,9,61.6,3.52,30.59,99.95,0.0
2021,5,10,70.04,4.87,30.08,99.87,0.0
2021,5,11,71.84,5.55,29.88,99.86,0.02
2021,5,12,75.08,6.13,29.69,99.6,0.01
2021,5,13,68.64,5.35,30.09,99.45,0.01
2021,5,14,70.77,3.41,30.38,99.44,0.06
2021,5,15,68.2,2.42,30.64,99.53,0.08
2021,5,16,49.05,1.57,33.14,99.63,3.34
2021,5,17,50.68,3.98,32.71,99.63,17.44
2021,5,18,53.98,2.75,32.65,99.56,3.57
2021,5,19,67.48,2.37,30.89,99.65,5.21
2021,5,20,79.36,3.34,29.67,99.65,9.46
2021,5,21,80.06,4.06,30.04,99.6,3.69
2021,5,22,78.37,4.36,30.05,99.59,0.2
2021,5,23,75.83,3.81,29.74,99.84,0.58
2021,5,24,77.25,4.3,29.18,100.07,0.07
2021,5,25,76.29,6.02,29.97,99.84,0.06
2021,5,26,77.24,5.23,30.48,99.53,0.01
2021,5,27,77.12,4.47,31.02,99.43,0.0
2021,5,28,79.69,4.49,30.43,99.54,0.0
2021,5,29,78.67,4.76,30.23,99.7,0.0
2021,5,30,79.07,5.9,30.27,99.72,0.0
2021,5,31,78.47,6.06,30.23,99.42,0.0
2021,6,1,77.74,5.52,30.38,99.43,0.0
2021,6,2,74.1,4.59,30.44,99.67,0.0
2021,6,3,72.35,4.69,30.45,99.8,0.0
2021,6,4,69.38,3.75,30.7,99.87,0.0
2021,6,5,68.1,3.9,30.71,99.76,0.3
2021,6,6,68.68,3.97,31.02,99.83,0.43
2021,6,7,69.92,5.5,30.9,99.79,0.06
2021,6,8,69.93,7.02,30.8,99.63,0.08
2021,6,9,71.24,7.59,30.62,99.43,0.06
2021,6,10,72.69,6.98,30.73,99.3,0.02
2021,6,11,73.52,7.03,30.93,99.23,0.0
2021,6,12,74.93,6.63,30.89,99.27,0.0
2021,6,13,74.87,6.05,30.82,99.26,0.0
2021,6,14,74.15,5.62,30.84,99.14,0.0
2021,6,15,73.79,5.51,30.91,98.95,0.1
2021,6,16,71.12,4.3,31.26,98.97,0.08
2021,6,17,68.43,3.65,30.84,99.21,0.11
2021,6,18,68.39,3.34,30.81,99.41,0.06
2021,6,19,69.91,4.8,30.53,99.52,0.14
2021,6,20,69.18,5.63,30.64,99.53,0.11
2021,6,21,70.96,5.83,30.42,99.66,0.0
2021,6,22,72.26,5.54,30.13,99.75,0.0
2021,6,23,72.4,5.77,29.68,99.69,0.0
2021,6,24,72.59,6.23,29.84,99.63,0.0
2021,6,25,73.02,6.89,29.7,99.51,0.02
2021,6,26,73.63,6.59,29.98,99.59,0.02
2021,6,27,70.57,5.66,29.98,99.96,0.03
2021,6,28,71.94,5.58,29.93,99.9,0.01
2021,6,29,72.48,5.48,29.85,99.75,0.01
2021,6,30,75.58,6.78,29.98,99.56,0.05
2021,7,1,77.66,7.17,30.13,99.18,0.01
2021,7,2,76.58,6.61,30.04,99.18,0.13
2021,7,3,73.92,6.06,30.08,99.45,0.25
2021,7,4,71.24,5.4,30.13,99.72,0.23
2021,7,5,69.4,5.33,30.04,99.79,0.06
2021,7,6,68.04,5.37,29.91,99.7,0.01
2021,7,7,71.38,6.47,29.48,99.64,0.03
2021,7,8,73.96,7.44,29.66,99.48,0.04
2021,7,9,75.89,6.03,30.0,99.25,0.1
2021,7,10,74.64,4.57,30.29,99.33,0.12
2021,7,11,71.9,4.35,30.54,99.38,0.51
2021,7,12,81.37,3.43,29.31,99.29,15.36
2021,7,13,81.02,2.01,30.31,99.2,21.58
2021,7,14,72.82,3.84,31.66,99.16,2.57
2021,7,15,80.64,3.11,31.14,99.27,17.4
2021,7,16,82.72,2.17,31.01,99.39,5.86
2021,7,17,81.98,4.0,30.47,99.54,1.93
2021,7,18,79.0,7.96,29.93,99.42,0.71
2021,7,19,81.98,8.25,29.77,99.12,1.7
2021,7,20,83.42,8.44,28.95,99.23,0.36
2021,7,21,81.75,7.99,29.33,99.17,0.23
2021,7,22,80.3,5.32,29.73,98.98,0.22
2021,7,23,79.49,4.07,29.79,99.08,0.3
2021,7,24,81.38,4.61,29.55,99.33,0.31
2021,7,25,81.72,6.29,29.47,99.32,0.09
2021,7,26,79.66,7.25,29.26,99.16,0.0
2021,7,27,81.04,6.7,29.28,98.98,0.0
2021,7,28,81.23,6.97,29.2,99.0,0.0
2021,7,29,81.16,8.18,28.62,99.13,0.0
2021,7,30,81.02,7.43,28.53,99.26,0.0
2021,7,31,80.6,7.45,28.45,99.42,0.0
2021,8,1,81.31,7.64,28.18,99.37,0.01
2021,8,2,79.7,6.76,28.26,99.36,0.01
2021,8,3,80.72,6.32,28.15,99.51,0.0
2021,8,4,81.5,6.12,28.1,99.51,0.0
2021,8,5,80.24,4.84,28.25,99.41,0.0
2021,8,6,80.0,4.47,28.43,99.4,0.0
2021,8,7,79.22,4.05,28.38,99.56,0.0
2021,8,8,76.15,4.09,28.36,99.75,0.0
2021,8,9,74.96,4.53,28.03,99.85,0.0
2021,8,10,75.72,5.38,27.87,99.78,0.0
2021,8,11,76.7,5.8,27.77,99.71,0.0
2021,8,12,77.09,5.09,27.81,99.81,0.0
2021,8,13,78.04,5.05,27.85,99.67,0.0
2021,8,14,77.22,6.04,27.77,99.47,0.0
2021,8,15,76.68,5.74,27.83,99.51,0.0
2021,8,16,74.79,3.8,28.03,99.85,0.0
2021,8,17,73.72,3.71,27.94,99.97,0.0
2021,8,18,72.28,4.87,27.69,99.76,0.0
2021,8,19,74.48,5.73,27.74,99.69,0.03
2021,8,20,76.53,5.32,27.93,99.75,0.05
2021,8,21,75.18,4.1,28.19,99.95,0.01
2021,8,22,76.76,4.1,27.69,99.98,0.01
2021,8,23,76.01,4.88,28.21,99.87,0.03
2021,8,24,77.38,6.51,27.98,99.81,0.02
2021,8,25,79.19,7.63,27.83,99.57,0.0
2021,8,26,79.04,6.63,27.77,99.38,0.0
2021,8,27,75.61,4.76,28.06,99.41,0.0
2021,8,28,72.9,3.55,28.15,99.47,0.0
2021,8,29,72.29,3.31,28.35,99.59,0.13
2021,8,30,70.03,3.35,28.94,99.84,0.04
2021,8,31,72.64,3.82,29.24,99.9,0.5
2021,9,1,72.35,3.84,29.92,99.84,1.01
2021,9,2,73.67,3.43,30.15,99.63,2.83
2021,9,3,82.39,3.51,28.69,99.57,24.83
2021,9,4,82.3,3.91,28.23,99.66,22.0
2021,9,5,79.88,4.39,28.42,99.69,2.63
2021,9,6,77.16,3.48,28.65,99.76,0.91
2021,9,7,80.44,3.21,28.71,99.76,9.38
2021,9,8,82.24,3.84,28.87,99.56,0.4
2021,9,9,87.47,3.79,28.11,99.58,5.07
2021,9,10,81.99,4.21,28.86,99.63,0.37
2021,9,11,82.64,3.53,28.71,99.54,0.21
2021,9,12,79.79,3.3,29.29,99.48,0.24
2021,9,13,78.73,3.61,28.82,99.46,0.04
2021,9,14,70.81,1.97,30.68,99.51,0.4
2021,9,15,69.66,2.48,31.69,99.57,1.9
2021,9,16,70.86,2.46,31.87,99.57,0.86
2021,9,17,77.01,2.77,30.66,99.67,0.1
2021,9,18,77.86,3.58,29.93,99.91,0.21
2021,9,19,79.4,4.18,29.56,100.08,0.07
2021,9,20,79.53,5.2,29.19,100.01,0.03
2021,9,21,79.36,5.72,28.76,99.83,0.02
2021,9,22,78.37,4.2,28.63,99.7,0.03
2021,9,23,79.75,3.29,28.48,99.82,16.33
2021,9,24,73.08,1.49,30.21,99.9,10.78
2021,9,25,75.29,1.79,29.99,99.88,3.5
2021,9,26,73.63,1.82,30.04,99.8,1.06
2021,9,27,74.47,2.39,29.98,99.79,3.01
2021,9,28,74.31,2.52,30.54,99.77,4.64
2021,9,29,69.51,2.77,31.19,99.72,0.7
2021,9,30,76.67,5.87,29.52,99.74,7.58
2021,10,1,84.58,5.62,28.29,100.0,9.76
2021,10,2,83.46,3.11,27.88,100.16,1.74
2021,10,3,80.41,3.54,28.06,100.11,0.19
2021,10,4,70.6,4.45,27.89,99.86,0.02
2021,10,5,72.06,3.41,26.83,100.02,0.0
2021,10,6,76.31,2.33,27.63,100.19,0.28
2021,10,7,78.55,2.22,27.91,100.12,0.57
2021,10,8,82.54,2.38,27.71,100.0,0.03
2021,10,9,81.01,2.75,27.06,100.08,0.0
2021,10,10,80.71,2.57,26.72,100.07,0.0
2021,10,11,76.39,1.91,27.67,99.98,0.0
2021,10,12,75.4,1.6,28.1,100.07,0.0
2021,10,13,68.78,2.14,27.82,100.22,0.0
2021,10,14,60.29,2.16,27.02,100.25,0.0
2021,10,15,58.57,2.28,26.47,100.04,0.0
2021,10,16,61.32,2.12,25.78,99.97,0.0
2021,10,17,60.3,2.57,26.14,100.06,0.0
2021,10,18,61.5,2.61,26.12,100.11,0.0
2021,10,19,61.54,2.05,26.18,100.38,0.0
2021,10,20,76.34,3.32,25.76,100.67,0.0
2021,10,21,71.38,3.93,26.35,100.64,0.0
2021,10,22,71.71,5.13,26.5,100.47,0.0
2021,10,23,63.92,2.49,26.25,100.35,0.0
2021,10,24,60.64,1.57,25.73,100.48,0.0
2021,10,25,51.49,1.78,26.19,100.73,0.0
2021,10,26,54.45,2.13,25.5,100.73,0.0
2021,10,27,69.65,2.13,25.82,100.81,0.0
2021,10,28,60.83,2.01,25.68,100.87,0.0
2021,10,29,62.28,1.85,26.06,101.03,0.0
2021,10,30,60.27,1.8,26.55,101.07,0.0
2021,10,31,66.26,2.46,25.92,100.82,0.0
2021,11,1,57.71,2.1,26.38,100.45,0.0
2021,11,2,63.36,2.04,25.99,100.59,0.0
2021,11,3,48.98,2.37,26.09,100.76,0.0
2021,11,4,46.59,1.85,25.73,100.7,0.0
2021,11,5,61.02,2.15,25.43,100.62,0.0
2021,11,6,62.95,1.84,25.87,100.55,0.0
2021,11,7,51.95,1.76,26.41,100.52,0.0
2021,11,8,42.42,1.56,27.08,100.69,0.0
2021,11,9,39.72,1.75,27.14,100.79,0.0
2021,11,10,45.83,1.7,26.47,100.71,0.0
2021,11,11,47.1,1.9,26.42,100.64,0.0
2021,11,12,46.78,1.98,26.23,100.68,0.0
2021,11,13,56.02,1.93,25.57,100.7,0.0
2021,11,14,56.85,2.56,24.96,100.61,0.0
2021,11,15,37.46,2.53,25.22,100.48,0.0
2021,11,16,30.81,1.78,24.96,100.48,0.0
2021,11,17,32.4,2.76,24.17,100.62,0.0
2021,11,18,31.81,2.36,24.21,100.57,0.0
2021,11,19,31.41,3.01,23.6,100.41,0.0
2021,11,20,33.1,2.28,23.63,100.44,0.03
2021,11,21,36.36,3.08,23.87,100.68,0.0
2021,11,22,35.69,2.27,24.43,100.79,0.0
2021,11,23,53.56,2.54,23.57,100.62,0.0
2021,11,24,68.23,1.97,24.39,100.53,0.0
2021,11,25,66.28,1.37,24.87,100.69,0.0
2021,11,26,54.66,2.01,24.7,100.74,0.0
2021,11,27,49.08,2.04,24.06,100.67,0.0
2021,11,28,39.49,2.56,24.17,100.84,0.0
2021,11,29,39.16,3.89,24.18,100.94,0.0
2021,11,30,38.53,3.74,23.95,100.86,0.0
2021,12,1,36.95,2.76,23.81,100.81,0.0
2021,12,2,42.88,3.47,22.9,100.93,0.0
2021,12,3,38.41,2.17,22.86,100.99,0.0
2021,12,4,40.37,2.28,22.56,100.94,0.0
2021,12,5,67.21,2.17,22.61,100.94,0.0
2021,12,6,46.94,1.82,22.85,101.02,0.0
2021,12,7,36.83,2.25,22.09,101.12,0.0
2021,12,8,37.67,2.02,21.77,101.08,0.0
2021,12,9,34.38,2.11,21.45,101.25,0.0
2021,12,10,34.41,3.07,21.27,101.35,0.0
2021,12,11,35.02,2.16,20.81,101.21,0.0
2021,12,12,49.73,1.69,20.66,101.09,0.0
2021,12,13,50.88,1.38,21.33,101.03,0.0
2021,12,14,33.4,0.99,21.08,101.05,0.0
2021,12,15,39.74,1.85,19.74,101.15,0.0
2021,12,16,29.83,2.4,18.56,101.26,0.0
2021,12,17,25.7,3.33,18.5,101.47,0.0
2021,12,18,25.31,2.21,18.84,101.39,0.0
2021,12,19,29.49,1.81,19.51,101.34,0.0
2021,12,20,67.63,2.35,20.48,101.17,0.0
2021,12,21,81.88,2.43,21.78,101.0,0.0
2021,12,22,80.53,2.5,21.98,100.76,0.13
2021,12,23,74.97,2.37,22.94,100.64,0.11
2021,12,24,74.78,1.52,23.1,100.72,0.23
2021,12,25,64.39,1.94,22.44,100.85,0.04
2021,12,26,79.96,2.2,22.81,100.94,2.23
2021,12,27,73.5,3.22,20.96,101.05,12.39
2021,12,28,68.38,3.81,19.22,101.17,0.37
2021,12,29,54.6,2.85,18.55,101.32,0.0
2021,12,30,53.34,3.37,18.54,101.44,0.0
2021,12,31,44.74,4.29,19.07,101.5,0.0
2022,1,1,40.56,2.61,18.98,101.41,0.0
2022,1,2,42.44,3.4,19.8,101.21,0.0
2022,1,3,47.57,2.91,20.7,101.04,0.0
2022,1,4,70.29,2.44,21.18,100.93,22.23
2022,1,5,75.81,2.3,20.43,100.78,5.23
2022,1,6,75.53,1.88,18.69,100.75,2.74
2022,1,7,65.61,2.71,18.99,100.7,7.14
